Employee ID,Employee Name,Department,Seller Rating (1–5),Avg Response Time (mins),Resolved Tickets,Unresolved Tickets,Customer Satisfaction Score (1–10),Shift,Attendance %,Sales Closed,Target Achievement %,Date
EMP00729,Kashvi Sura,Sales,4.3,109.9,29,6,4.2,Night,71.0,9,61.15,2025-03-03
EMP00730,Pranay Chokshi,Logistics,3.1,43.33,40,4,7.9,Night,89.55,14,94.17,2024-12-13
EMP00731,Aaryahi Kapadia,Logistics,2.3,37.74,39,2,3.0,Day,96.41,15,61.64,2025-01-29
EMP00732,Mohanlal Kadakia,Logistics,4.3,40.07,31,6,8.4,Night,83.34,16,101.75,2025-03-19
EMP00733,Shayak Dasgupta,Sales,1.4,50.83,27,6,2.3,Day,89.74,15,106.06,2024-11-24
EMP00734,Ranbir Zachariah,Customer Support,4.8,46.68,25,7,8.1,Day,78.96,14,99.98,2025-04-28
EMP00735,Azad Shan,Sales,2.3,41.43,41,5,5.1,Day,97.92,18,51.07,2024-12-27
EMP00736,Neelofar Gara,Customer Support,1.5,8.7,42,6,9.1,Day,91.32,16,109.03,2024-12-05
EMP00737,Anvi Goel,Customer Support,4.0,68.7,31,5,6.8,Day,98.35,14,84.02,2025-04-09
EMP00738,Himmat Salvi,Sales,2.8,105.59,30,4,8.7,Day,99.04,17,117.5,2025-03-03
EMP00739,Tarini Chakrabarti,Customer Support,3.1,13.14,32,2,5.7,Night,95.13,12,54.1,2025-03-08
EMP00740,Advik Sabharwal,Sales,1.2,50.97,26,3,6.5,Night,87.75,22,91.04,2025-04-07
EMP00741,Miraya Kant,Customer Support,2.3,74.14,21,4,8.8,Day,71.22,18,63.53,2024-12-27
EMP00742,Khushi Ganguly,Customer Support,1.9,55.82,32,4,8.8,Day,78.21,12,69.36,2025-01-06
EMP00743,Tarini Chana,Logistics,2.7,65.38,29,5,7.8,Day,95.42,13,59.38,2025-01-02
EMP00744,Armaan Saxena,Logistics,1.3,24.97,30,9,4.7,Day,95.97,12,59.23,2025-03-28
EMP00745,Darshit Varma,Logistics,2.0,113.11,24,9,8.6,Night,74.32,19,83.62,2025-04-26
EMP00746,Shaan Cheema,Sales,1.7,38.41,21,3,5.7,Day,88.4,19,59.33,2024-12-16
EMP00747,Abram Dewan,Sales,2.2,36.64,33,4,9.4,Day,72.91,15,73.13,2025-03-25
EMP00748,Lakshay Karpe,Sales,2.9,55.53,34,5,4.4,Day,91.42,14,74.35,2025-02-14
EMP00749,Lavanya Sibal,Customer Support,4.8,10.59,39,6,6.4,Day,85.39,16,119.3,2025-03-10
EMP00750,Anay Soman,Sales,3.0,117.67,29,5,4.6,Day,95.54,11,88.48,2024-12-24
EMP00751,Kashvi Khare,Customer Support,4.8,58.7,21,9,9.1,Day,94.01,16,110.52,2025-02-27
EMP00752,Anahi Rana,Customer Support,2.7,53.59,27,3,7.6,Day,93.19,12,106.21,2025-01-25
EMP00753,Manjari Bhat,Logistics,1.3,115.6,35,5,4.4,Day,99.16,16,59.74,2024-12-04
EMP00754,Dharmajan Tak,Customer Support,1.8,54.26,35,9,8.3,Day,74.72,18,76.79,2025-03-18
EMP00755,Kimaya Hora,Sales,2.6,99.89,30,5,8.0,Night,85.3,17,65.95,2025-01-25
EMP00756,Taimur Zacharia,Logistics,4.9,11.34,33,13,8.8,Day,70.89,7,57.33,2024-11-14
EMP00757,Madhup Ravel,Customer Support,4.2,21.22,34,5,3.5,Night,77.66,23,79.88,2025-02-22
EMP00758,Jivika Bhargava,Sales,1.3,62.31,32,8,8.2,Night,74.8,21,80.53,2025-01-01
EMP00759,Ehsaan Thaman,Logistics,1.7,115.59,24,5,8.4,Day,79.72,12,88.4,2024-12-10
EMP00760,Lakshit Banik,Sales,3.3,86.37,32,11,9.3,Day,78.22,15,63.59,2024-12-02
EMP00761,Miraan Ghosh,Customer Support,4.9,21.55,28,0,3.5,Day,79.65,21,61.19,2025-02-13
EMP00762,Kismat Vohra,Logistics,2.6,114.13,31,4,3.2,Day,80.71,11,101.85,2025-04-14
EMP00763,Samaira Viswanathan,Sales,4.3,58.91,27,2,7.2,Day,87.5,14,55.29,2025-03-24
EMP00764,Dishani Doctor,Logistics,2.3,75.8,31,3,5.1,Day,84.07,11,64.08,2025-03-04
EMP00765,Nakul Mani,Logistics,1.8,118.29,34,5,7.4,Night,96.97,13,89.76,2025-01-13
EMP00766,Indrajit Sane,Sales,2.3,82.61,33,8,8.4,Night,72.36,20,104.26,2025-04-16
EMP00767,Khushi Acharya,Customer Support,3.5,62.04,38,4,5.8,Day,70.38,18,86.91,2025-01-01
EMP00768,Hansh Chand,Logistics,3.4,101.62,29,2,6.8,Day,75.37,17,109.6,2025-03-18
EMP00769,Oorja Kota,Customer Support,2.8,114.02,34,5,2.6,Day,95.32,12,62.74,2025-01-16
EMP00770,Dhanush Lalla,Customer Support,3.8,117.46,39,5,7.3,Day,87.43,21,119.07,2025-04-23
EMP00771,Nitya Loyal,Logistics,2.0,118.02,35,5,5.9,Night,81.67,14,101.92,2025-03-10
EMP00772,Aaryahi Taneja,Logistics,1.3,53.0,24,6,4.0,Night,70.69,22,118.92,2025-03-26
EMP00773,Kimaya Shan,Logistics,3.5,90.69,24,8,9.8,Day,82.75,15,87.22,2025-03-14
EMP00774,Zain Balay,Logistics,1.6,86.72,25,6,4.2,Day,75.24,18,101.17,2024-12-13
EMP00775,Samarth Raja,Logistics,3.0,4.63,30,4,9.2,Day,75.15,20,104.22,2024-11-23
EMP00776,Azad Khalsa,Customer Support,2.4,67.22,24,5,7.3,Day,99.19,15,53.81,2024-11-30
EMP00777,Nakul Mander,Customer Support,1.1,74.96,35,5,3.6,Night,92.52,11,109.67,2025-01-25
EMP00778,Armaan Sankar,Logistics,2.8,16.22,39,3,3.7,Night,77.48,14,77.81,2025-02-25
EMP00779,Sahil Kapur,Logistics,4.5,112.14,36,7,9.7,Night,98.17,17,83.76,2024-12-30
EMP00780,Rhea Iyengar,Customer Support,4.5,3.46,33,5,9.6,Day,76.63,11,69.85,2024-10-31
EMP00781,Yashvi Kohli,Logistics,3.9,13.52,31,5,1.6,Day,72.9,9,76.02,2025-03-21
EMP00782,Advik Som,Sales,2.9,48.7,30,6,6.4,Night,81.33,16,101.14,2025-04-17
EMP00783,Akarsh Acharya,Sales,2.4,119.17,28,7,2.9,Day,96.74,14,95.0,2024-10-31
EMP00784,Divit Sekhon,Customer Support,1.1,4.49,23,4,5.3,Night,88.08,16,68.02,2025-02-27
EMP00785,Vedika Borah,Logistics,3.9,27.65,20,3,6.7,Day,94.2,16,101.72,2025-04-20
EMP00786,Inaaya  Devi,Sales,4.6,42.52,26,6,2.5,Day,73.3,11,107.87,2024-12-06
EMP00787,Stuvan D’Alia,Logistics,3.3,106.9,23,4,9.1,Day,80.44,14,107.39,2025-01-20
EMP00788,Saksham Dave,Customer Support,5.0,100.18,43,7,6.9,Night,93.82,18,90.91,2024-11-06
EMP00789,Krish Sanghvi,Sales,3.6,9.91,30,8,7.0,Day,89.69,16,58.69,2024-11-14
EMP00790,Amira Sastry,Sales,1.6,74.76,20,5,1.1,Night,81.64,12,55.96,2025-03-15
EMP00791,Hansh Devi,Logistics,3.0,110.68,29,4,4.0,Night,94.06,19,56.45,2025-03-12
EMP00792,Aradhya Virk,Logistics,3.3,32.12,20,1,9.8,Night,93.82,8,75.85,2024-11-04
EMP00793,Dhanush Barad,Logistics,4.1,59.0,33,9,9.9,Day,83.06,18,63.39,2025-02-04
EMP00794,Tarini Kapoor,Sales,3.7,59.05,24,4,3.6,Night,70.27,10,98.21,2025-01-17
EMP00795,Anika Chada,Customer Support,1.2,109.43,26,8,3.7,Day,73.02,12,57.84,2025-01-04
EMP00796,Advik Sani,Logistics,1.8,33.37,26,8,2.5,Day,75.44,19,90.0,2025-03-08
EMP00797,Hiran Vora,Logistics,1.2,43.56,31,2,4.1,Night,77.3,14,119.42,2024-11-02
EMP00798,Vaibhav Mani,Sales,2.8,108.92,25,8,4.2,Day,74.16,19,117.31,2025-02-07
EMP00799,Shamik Kala,Customer Support,2.6,75.68,32,4,2.5,Night,82.14,12,50.47,2025-04-16
EMP00800,Aarav Talwar,Logistics,2.9,113.31,18,7,3.1,Night,99.69,13,74.25,2024-12-16
EMP00801,Aarush Khare,Customer Support,5.0,111.52,34,8,8.9,Day,80.2,17,105.63,2025-03-28
EMP00802,Shaan Tara,Customer Support,1.1,76.89,31,5,6.7,Night,74.33,12,106.2,2025-03-01
EMP00803,Samaira Khatri,Logistics,4.9,33.28,28,8,8.9,Night,90.4,8,105.98,2025-03-13
EMP00804,Rania Lanka,Customer Support,4.6,48.41,42,6,7.1,Day,93.37,16,91.98,2025-01-05
EMP00805,Badal Deep,Customer Support,2.3,61.4,32,3,1.3,Day,86.21,11,119.05,2025-01-30
EMP00806,Vedika Ahluwalia,Logistics,4.6,14.6,30,4,1.1,Day,81.68,18,99.64,2025-01-04
EMP00807,Kavya Sibal,Logistics,2.8,30.27,22,6,9.9,Night,98.28,12,107.88,2024-11-09
EMP00808,Azad Tank,Logistics,4.1,53.08,21,2,5.4,Night,71.21,19,87.7,2025-02-14
EMP00809,Devansh Deshpande,Sales,1.0,96.88,33,8,8.3,Day,83.84,14,102.32,2024-11-04
EMP00810,Divit Ben,Customer Support,4.6,43.13,25,3,6.3,Day,93.28,11,119.01,2025-01-13
EMP00811,Shalv Jayaraman,Logistics,3.5,25.63,30,5,8.7,Night,75.06,12,113.29,2025-01-19
EMP00812,Taimur Joshi,Customer Support,1.6,102.51,23,5,2.3,Day,93.56,11,75.9,2024-12-13
EMP00813,Nirvi Dey,Sales,4.7,104.05,30,3,4.3,Night,71.04,17,112.15,2025-02-24
EMP00814,Nakul Sanghvi,Logistics,1.2,23.36,33,0,6.0,Day,72.47,15,99.18,2025-02-06
EMP00815,Gokul Kuruvilla,Sales,1.1,49.79,28,7,7.5,Night,85.28,22,70.2,2024-12-23
EMP00816,Miraya Ahluwalia,Sales,4.7,20.9,21,5,8.6,Night,92.39,12,115.74,2025-02-18
EMP00817,Rania Choudhary,Logistics,3.2,105.15,32,7,3.6,Night,99.83,16,78.39,2025-04-24
EMP00818,Yuvraj  Deol,Logistics,1.4,19.18,33,8,4.0,Night,76.08,16,79.98,2024-10-29
EMP00819,Keya Chopra,Logistics,1.4,105.22,24,6,3.6,Day,99.73,17,108.11,2025-04-14
EMP00820,Anvi Sabharwal,Customer Support,4.0,19.76,30,3,7.1,Day,71.46,10,105.89,2025-01-26
EMP00821,Prerak Cherian,Sales,3.3,9.89,26,7,8.1,Day,96.96,12,94.02,2024-11-17
EMP00822,Arnav Choudhry,Customer Support,3.2,8.16,36,10,7.0,Night,82.14,18,63.1,2025-01-22
EMP00823,Dhruv Arora,Sales,3.7,86.3,26,6,9.4,Day,73.46,13,115.99,2024-11-17
EMP00824,Purab Lala,Customer Support,3.8,100.52,36,4,5.6,Day,99.83,8,57.71,2024-12-15
EMP00825,Nayantara Bajwa,Logistics,2.1,53.21,29,5,2.8,Day,77.14,17,114.44,2025-01-30
EMP00826,Samiha Shetty,Customer Support,5.0,101.82,40,4,8.6,Night,72.36,14,116.39,2025-02-03
EMP00827,Samar Raju,Logistics,1.3,22.25,23,4,9.5,Night,88.06,17,58.5,2025-04-24
EMP00828,Tanya Bedi,Customer Support,4.1,40.2,28,6,2.9,Night,78.42,12,84.24,2025-04-29
EMP00829,Faiyaz Wagle,Logistics,2.0,97.41,17,2,8.2,Night,70.59,18,75.69,2025-04-26
EMP00830,Piya Barad,Logistics,4.5,17.45,35,4,4.2,Day,96.92,13,66.76,2024-12-03
EMP00831,Zoya Sheth,Sales,1.5,55.92,29,7,1.1,Night,99.28,23,105.93,2025-04-23
EMP00832,Eva Dugal,Customer Support,5.0,16.76,39,5,7.2,Day,71.16,13,82.29,2025-03-14
EMP00833,Aarush Yogi,Customer Support,2.9,29.55,32,9,1.8,Day,99.02,9,113.94,2025-01-23
EMP00834,Hunar Sha,Logistics,2.5,75.58,34,4,9.0,Night,88.64,13,50.25,2024-12-11
EMP00835,Anahi Choudhary,Logistics,1.4,85.47,36,3,4.4,Day,76.11,20,79.8,2025-04-17
EMP00836,Aaryahi Guha,Customer Support,2.4,31.22,31,9,7.9,Day,83.1,19,68.23,2025-02-19
EMP00837,Inaaya  Walia,Customer Support,2.0,83.84,38,6,4.6,Day,82.95,11,111.02,2025-03-24
EMP00838,Anika Ramachandran,Sales,4.8,116.67,28,4,4.5,Night,84.64,19,97.34,2025-03-21
EMP00839,Ivan Solanki,Customer Support,3.7,24.32,39,2,5.0,Night,78.33,13,104.54,2025-04-27
EMP00840,Riya Sani,Sales,2.4,5.78,28,7,8.9,Day,71.13,14,80.22,2024-11-12
EMP00841,Bhavin Dua,Sales,1.4,48.17,31,10,3.4,Night,92.4,20,76.48,2025-02-16
EMP00842,Shaan Rajagopal,Customer Support,3.0,65.46,19,8,8.0,Day,86.33,18,94.23,2025-04-13
EMP00843,Jayesh Kulkarni,Sales,4.0,29.92,36,6,6.7,Day,99.73,14,88.31,2024-11-28
EMP00844,Hridaan Yohannan,Sales,4.3,38.68,27,5,2.6,Night,78.48,19,64.7,2025-03-18
EMP00845,Faiyaz Kalita,Logistics,3.2,2.73,33,6,7.4,Day,92.67,17,52.17,2024-12-13
EMP00846,Drishya Savant,Sales,5.0,53.7,27,4,3.4,Night,72.21,18,61.88,2024-12-19
EMP00847,Yuvraj  Rastogi,Customer Support,2.8,85.15,39,3,2.3,Day,78.93,16,50.24,2024-11-10
EMP00848,Arhaan Borah,Sales,1.3,110.94,32,6,4.8,Night,85.63,13,78.32,2025-02-04
EMP00849,Farhan Sunder,Customer Support,2.2,75.04,26,4,2.7,Day,90.98,14,76.18,2025-01-09
EMP00850,Tejas Gulati,Logistics,3.6,79.29,27,4,4.8,Night,91.92,19,50.83,2025-01-07
EMP00851,Nayantara Sangha,Logistics,3.5,103.88,34,5,1.8,Night,72.15,13,74.26,2025-02-15
EMP00852,Eva Kohli,Customer Support,2.3,114.65,33,3,8.5,Day,88.22,19,60.82,2024-12-27
EMP00853,Anahi Kuruvilla,Sales,4.6,40.18,28,6,2.8,Day,74.66,11,111.48,2025-04-24
EMP00854,Anya Grewal,Sales,2.0,80.74,40,2,9.0,Day,98.9,11,64.19,2025-02-19
EMP00855,Diya Walla,Customer Support,2.1,56.89,29,6,6.8,Night,92.13,10,98.44,2024-11-21
EMP00856,Mannat Chana,Sales,3.1,82.68,34,3,3.1,Day,95.72,12,95.45,2024-12-02
EMP00857,Zain Saxena,Sales,2.7,60.74,29,8,5.6,Day,90.45,16,96.65,2025-04-04
EMP00858,Jayant Sood,Sales,2.9,4.45,31,4,2.8,Day,90.19,15,56.4,2025-03-25
EMP00859,Inaaya  Dhaliwal,Logistics,3.6,81.42,21,5,7.4,Day,75.81,11,77.61,2025-03-29
EMP00860,Miraya Tata,Customer Support,4.8,68.44,32,5,9.4,Day,78.57,7,93.71,2025-03-24
EMP00861,Pari Jhaveri,Customer Support,3.5,65.52,31,4,2.7,Night,95.05,18,64.24,2025-01-31
EMP00862,Sahil Rattan,Logistics,2.1,111.03,30,7,1.3,Day,89.91,19,97.67,2025-04-16
EMP00863,Zain Solanki,Logistics,5.0,91.3,26,5,1.9,Night,93.77,9,70.1,2024-11-19
EMP00864,Piya Krish,Sales,4.4,7.34,34,2,5.8,Night,98.43,14,114.39,2025-04-24
EMP00865,Sara Virk,Customer Support,2.4,68.29,28,8,3.3,Night,95.93,14,80.14,2025-02-09
EMP00866,Suhana Hayre,Logistics,2.8,38.94,36,2,5.3,Day,83.66,20,80.43,2025-03-19
EMP00867,Prisha Rege,Logistics,1.6,31.39,28,9,1.3,Night,96.44,11,90.37,2024-11-10
EMP00868,Aarush Wali,Customer Support,2.9,107.94,29,8,8.8,Night,91.21,10,72.6,2024-11-10
EMP00869,Shamik Goel,Customer Support,2.6,113.31,36,4,7.8,Night,72.02,10,86.23,2024-12-06
EMP00870,Dhanush Suri,Sales,4.4,6.62,32,4,8.6,Night,98.23,15,102.46,2025-02-28
EMP00871,Lakshay Dixit,Logistics,2.2,29.46,30,5,7.9,Night,75.24,21,68.7,2025-04-03
EMP00872,Tushar Saran,Logistics,3.7,96.65,31,6,6.8,Day,93.15,22,72.07,2024-12-12
EMP00873,Sahil Mangat,Logistics,1.8,90.66,31,5,2.2,Day,77.63,19,68.02,2024-10-30
EMP00874,Trisha Dass,Sales,2.4,23.56,25,7,2.8,Day,79.97,13,98.7,2024-12-25
EMP00875,Vidur Kurian,Sales,2.7,45.75,28,4,9.0,Day,92.92,12,71.01,2024-12-01
EMP00876,Parinaaz Varma,Customer Support,4.9,76.17,42,4,9.7,Night,84.88,17,87.27,2024-12-29
EMP00877,Ryan Rattan,Logistics,3.8,108.67,26,9,5.0,Day,86.71,12,117.79,2024-11-24
EMP00878,Emir Kala,Sales,2.6,29.54,36,8,2.0,Day,92.22,18,66.86,2024-11-24
EMP00879,Mishti Chakraborty,Logistics,3.7,88.81,34,3,2.9,Night,88.92,7,75.55,2025-02-28
EMP00880,Priyansh Doctor,Sales,1.2,16.17,34,4,8.3,Day,83.58,17,96.99,2025-01-07
EMP00881,Biju Dubey,Customer Support,1.7,68.11,33,3,9.4,Night,98.65,9,95.82,2025-04-12
EMP00882,Elakshi Bala,Sales,4.2,82.67,31,2,9.2,Day,97.12,16,76.7,2024-12-31
EMP00883,Vardaniya Borah,Sales,4.9,117.59,29,5,6.2,Day,91.67,20,106.96,2024-11-29
EMP00884,Zoya Verma,Customer Support,3.5,18.77,27,4,2.7,Night,96.52,18,55.88,2025-04-20
EMP00885,Sana Sur,Sales,1.9,25.44,37,6,3.0,Night,75.58,10,53.23,2024-11-14
EMP00886,Reyansh Sethi,Logistics,4.7,73.8,26,3,1.1,Day,80.08,17,107.63,2024-11-30
EMP00887,Shaan Basak,Sales,1.5,119.92,26,5,8.6,Day,73.77,16,58.05,2025-02-13
EMP00888,Arhaan Manne,Sales,3.6,71.83,29,4,4.3,Day,93.25,21,82.47,2025-03-10
EMP00889,Kanav Bail,Logistics,2.7,63.46,31,6,6.7,Night,89.86,11,57.87,2024-11-24
EMP00890,Sahil Bajwa,Customer Support,4.9,95.9,23,2,5.9,Day,70.58,15,74.58,2024-12-19
EMP00891,Madhup Dara,Customer Support,2.4,82.15,31,2,2.0,Night,95.62,12,67.76,2025-02-21
EMP00892,Damini Rao,Sales,2.9,31.83,30,6,2.5,Day,71.0,11,57.58,2024-11-16
EMP00893,Amira Sawhney,Sales,4.4,48.46,20,9,2.2,Day,86.32,14,55.3,2024-12-22
EMP00894,Renee Bose,Sales,2.3,82.49,26,6,3.2,Night,82.96,13,104.81,2024-12-18
EMP00895,Nirvi Dhar,Customer Support,2.6,95.08,32,2,8.9,Night,94.46,17,70.9,2025-02-12
EMP00896,Aniruddh Chaudhuri,Sales,3.2,104.5,24,4,9.4,Day,83.9,12,111.13,2024-12-31
EMP00897,Ahana  Rao,Sales,3.3,53.15,33,10,8.5,Night,80.82,15,104.6,2025-03-21
EMP00898,Mahika Sankaran,Customer Support,1.5,53.52,34,6,7.7,Day,89.71,20,56.56,2025-04-19
EMP00899,Tara Garg,Customer Support,2.3,51.14,23,5,8.0,Day,92.61,19,64.92,2025-03-18
EMP00900,Himmat Kade,Sales,1.8,42.14,17,2,3.8,Night,94.95,14,70.58,2025-03-08
EMP00901,Devansh Dhillon,Sales,4.9,114.05,26,4,4.6,Night,80.06,15,50.33,2025-02-07
EMP00902,Mannat Jayaraman,Sales,2.1,11.21,32,6,9.6,Night,99.72,15,56.44,2024-11-18
EMP00903,Rasha Sachdev,Customer Support,1.1,3.44,29,2,1.2,Day,87.21,15,91.12,2024-12-19
EMP00904,Saksham Kade,Customer Support,1.4,101.99,31,4,8.0,Night,89.86,14,91.98,2025-01-31
EMP00905,Riaan Dutt,Customer Support,3.1,28.42,29,4,4.1,Night,93.02,18,109.18,2024-11-28
EMP00906,Jayan Rau,Logistics,3.6,8.08,30,7,6.4,Night,94.89,16,80.76,2024-11-09
EMP00907,Uthkarsh Srinivas,Sales,1.3,22.42,40,5,9.2,Night,79.53,16,62.81,2025-04-25
EMP00908,Hunar Arora,Sales,1.2,24.27,30,7,6.5,Day,77.94,11,59.24,2025-04-27
EMP00909,Tushar Sule,Sales,2.5,63.17,24,5,3.5,Night,91.26,19,67.17,2025-02-04
EMP00910,Indranil Wable,Logistics,2.8,3.3,22,4,5.9,Night,97.83,17,82.35,2024-11-23
EMP00911,Charvi Sarna,Logistics,2.1,26.07,30,5,4.1,Night,70.92,14,84.24,2024-11-21
EMP00912,Bhamini Agrawal,Customer Support,2.1,41.14,31,7,9.8,Day,80.52,16,108.7,2025-04-21
EMP00913,Ishita Sinha,Sales,3.6,31.33,27,4,6.5,Day,73.71,13,91.39,2024-11-03
EMP00914,Kanav Banerjee,Customer Support,3.1,88.55,27,4,4.1,Night,89.85,16,110.02,2024-12-11
EMP00915,Onkar Varma,Logistics,1.7,2.86,27,5,3.2,Night,89.97,15,103.19,2024-11-20
EMP00916,Samarth Ramaswamy,Sales,2.5,66.71,30,7,3.8,Day,70.39,17,53.38,2025-03-17
EMP00917,Aaryahi Bala,Logistics,1.5,70.67,51,4,2.4,Night,93.67,11,100.4,2024-12-15
EMP00918,Badal Sangha,Logistics,1.4,81.16,33,5,8.3,Day,85.68,14,71.22,2025-02-17
EMP00919,Nirvi Divan,Customer Support,3.8,98.63,28,8,6.1,Night,76.09,18,93.81,2024-12-13
EMP00920,Kiaan Raja,Sales,4.5,53.06,23,3,9.9,Night,91.55,15,62.99,2025-01-30
EMP00921,Mamooty D’Alia,Logistics,2.5,8.35,27,4,1.5,Night,95.82,14,84.65,2025-03-22
EMP00922,Vardaniya Basu,Logistics,1.4,60.77,32,5,4.8,Night,76.92,13,100.7,2025-03-31
EMP00923,Sumer Reddy,Logistics,1.8,89.07,43,4,3.9,Day,70.5,15,97.39,2025-03-07
EMP00924,Oorja Tak,Customer Support,4.4,12.55,28,8,1.4,Night,99.19,15,117.36,2024-11-24
EMP00925,Azad Ghose,Sales,1.7,92.84,34,12,1.3,Day,78.99,16,119.91,2025-02-01
EMP00926,Neysa Johal,Sales,1.7,19.52,21,3,9.8,Night,89.51,20,67.91,2024-11-28
EMP00927,Pari Shan,Customer Support,1.8,102.39,46,4,9.0,Night,83.12,16,64.49,2025-03-27
EMP00928,Saira Bera,Customer Support,3.8,4.64,38,5,3.5,Night,87.56,12,87.02,2024-12-17
EMP00929,Azad Arora,Customer Support,1.3,52.4,29,6,7.3,Night,95.09,22,57.31,2024-11-25
EMP00930,Vidur Lata,Customer Support,4.6,24.74,28,2,9.7,Day,78.99,10,84.38,2024-11-23
EMP00931,Aradhya Sabharwal,Logistics,3.6,60.83,28,2,6.3,Night,80.31,22,71.89,2024-11-22
EMP00932,Parinaaz Lata,Customer Support,2.6,77.56,35,2,6.7,Day,72.86,18,101.57,2025-03-19
EMP00933,Neysa Ghose,Sales,1.0,73.23,19,5,5.8,Night,86.49,22,64.36,2024-11-21
EMP00934,Elakshi Desai,Sales,2.3,76.88,34,3,3.5,Day,98.8,24,50.1,2025-03-16
EMP00935,Eva Kara,Logistics,2.3,117.21,31,8,3.5,Night,79.67,12,86.77,2025-02-09
EMP00936,Gokul Saraf,Sales,2.1,33.3,35,8,5.4,Day,96.81,11,72.22,2025-01-20
EMP00937,Ivana Magar,Customer Support,2.1,13.37,39,5,5.7,Night,71.97,14,59.17,2025-04-01
EMP00938,Manjari Sankar,Customer Support,1.9,101.54,31,5,4.6,Night,80.94,15,98.3,2025-03-09
EMP00939,Ira Borde,Logistics,3.6,116.58,29,5,4.2,Night,98.9,12,73.56,2024-11-23
EMP00940,Zaina Batra,Logistics,3.7,69.03,38,7,9.5,Night,93.26,9,100.99,2025-03-31
EMP00941,Ojas Date,Logistics,4.7,112.95,33,8,3.9,Day,71.22,26,83.33,2025-02-11
EMP00942,Hunar Sen,Sales,3.3,102.91,30,2,7.7,Night,78.8,15,57.78,2025-03-17
EMP00943,Farhan Bhakta,Customer Support,2.6,101.89,33,6,3.7,Night,72.47,13,56.68,2025-01-20
EMP00944,Shaan Gill,Sales,3.6,107.29,28,2,5.2,Night,90.44,11,65.83,2025-04-10
EMP00945,Kimaya Handa,Sales,2.0,72.33,36,4,4.3,Day,73.48,9,52.41,2025-03-30
EMP00946,Miraan Sarraf,Logistics,4.5,32.74,30,3,8.2,Day,90.4,12,76.39,2025-03-30
EMP00947,Saksham Bath,Logistics,3.5,5.13,28,9,9.4,Day,70.45,10,106.12,2024-11-08
EMP00948,Heer Rama,Customer Support,2.9,69.21,41,4,9.2,Night,75.34,12,53.47,2025-02-21
EMP00949,Dhruv Grover,Sales,1.8,115.92,31,4,9.3,Day,87.29,17,71.52,2025-03-30
EMP00950,Tarini Kapoor,Logistics,1.0,37.36,24,7,4.5,Day,92.34,11,91.44,2025-01-07
EMP00951,Rhea Chawla,Logistics,1.7,78.29,28,9,5.9,Night,80.74,15,52.98,2025-01-04
EMP00952,Jayan Kakar,Customer Support,4.1,23.81,30,4,8.3,Day,70.55,14,77.2,2025-02-18
EMP00953,Devansh Dewan,Customer Support,2.7,6.41,26,7,1.7,Day,72.84,21,115.8,2025-03-07
EMP00954,Zain Ram,Customer Support,4.2,31.15,27,7,9.5,Night,82.07,10,79.77,2025-04-05
EMP00955,Fateh Bhatnagar,Customer Support,2.0,95.38,33,0,6.2,Day,89.27,20,119.11,2024-12-15
EMP00956,Divij Walia,Sales,1.6,115.08,32,1,3.2,Day,93.27,14,99.48,2025-01-09
EMP00957,Nirvi Krishna,Logistics,1.8,28.23,37,1,8.4,Day,72.81,19,89.72,2025-01-11
EMP00958,Chirag Arya,Customer Support,4.0,51.48,26,5,5.0,Night,79.98,10,112.29,2025-03-20
EMP00959,Oorja Karan,Logistics,3.5,18.49,39,8,3.5,Night,76.04,23,61.91,2024-12-25
EMP00960,Rania Chopra,Sales,4.4,96.99,27,5,9.1,Day,70.08,12,101.93,2025-03-14
EMP00961,Ryan Goyal,Customer Support,3.3,58.22,30,3,1.9,Day,87.73,9,70.97,2025-04-05
EMP00962,Rasha Ganguly,Customer Support,3.5,96.4,30,5,8.8,Day,88.27,15,95.91,2025-04-21
EMP00963,Taran Ben,Logistics,2.5,88.16,28,6,7.4,Day,71.07,14,103.91,2025-02-08
EMP00964,Neelofar Ahluwalia,Customer Support,3.8,50.18,30,1,7.9,Night,75.73,16,103.42,2025-03-06
EMP00965,Sumer Tak,Sales,2.5,35.01,28,5,7.0,Night,77.25,13,86.71,2024-11-24
EMP00966,Badal Taneja,Customer Support,3.0,7.39,26,5,5.5,Day,81.35,15,59.02,2024-12-30
EMP00967,Yuvraj  Savant,Logistics,1.3,113.62,36,2,4.6,Day,77.12,12,73.64,2024-11-26
EMP00968,Hridaan Master,Logistics,2.3,20.36,24,3,3.4,Day,82.86,12,112.18,2024-12-03
EMP00969,Dishani Shere,Sales,1.5,11.78,37,6,4.0,Night,78.99,26,99.88,2025-01-11
EMP00970,Vidur Sehgal,Customer Support,2.9,84.82,41,5,1.3,Night,98.47,22,84.25,2024-12-28
EMP00971,Aaina Jha,Logistics,1.2,77.57,17,4,3.9,Night,90.56,14,101.28,2025-02-04
EMP00972,Abram Ben,Logistics,2.4,74.28,32,7,4.3,Night,75.13,20,59.29,2025-04-14
EMP00973,Neysa Dubey,Customer Support,2.9,111.46,21,4,8.9,Night,95.89,16,67.01,2025-01-13
EMP00974,Aarav Bhatia,Sales,3.2,110.36,26,3,8.8,Night,88.84,17,119.56,2025-03-20
EMP00975,Onkar Bhatti,Sales,2.0,86.86,42,10,7.2,Day,98.24,8,114.07,2025-03-18
