Customer ID,Customer Name,Gender,Age,Location,Total Orders,Average Basket Size (₹),Total Spend (₹),Preferred Category,Last Purchase Date,Days Since Last Purchase,Engagement Score (1-100),Customer Rating (1 to 5 stars)
CUST01021,Zaina Chandra,Male,20,Pune,9,4126.8,37141.2,Electronics,2025-01-03,117,7,2.8
CUST01022,Tarini Bedi,Other,58,Hyderabad,6,4953.86,29723.16,Grocery,2024-08-23,250,59,1.8
CUST01023,Nehmat Madan,Male,62,Lucknow,6,4389.94,26339.64,Beauty,2024-12-10,141,69,4.1
CUST01024,Vritika Bedi,Female,35,Chennai,13,2842.08,36947.04,Fashion,2025-03-17,44,70,1.0
CUST01025,Riaan Sagar,Other,64,Mumbai,9,1898.46,17086.14,Beauty,2024-10-13,199,49,2.4
CUST01026,Vedika Ramaswamy,Male,53,Mumbai,2,3063.54,6127.08,Sports,2024-09-07,235,78,3.4
CUST01027,Bhamini Kala,Male,64,Hyderabad,7,3373.64,23615.48,Home,2024-05-28,337,11,1.9
CUST01028,Gokul Bhatti,Male,39,Hyderabad,14,2008.9,28124.6,Books,2025-02-13,76,2,2.3
CUST01029,Samar Singh,Male,51,Ahmedabad,11,3969.22,43661.42,Electronics,2024-09-18,224,95,1.4
CUST01030,Uthkarsh Ganesh,Other,64,Bangalore,11,917.39,10091.29,Home,2024-06-16,318,27,4.4
CUST01031,Pari Barman,Male,25,Hyderabad,11,4007.27,44079.97,Fashion,2025-01-28,92,16,2.7
CUST01032,Armaan Kaul,Male,57,Ahmedabad,6,643.99,3863.94,Beauty,2024-09-11,231,64,1.6
CUST01033,Manjari Garg,Male,66,Bangalore,14,2740.85,38371.9,Grocery,2024-12-29,122,66,1.8
CUST01034,Kavya Banik,Female,61,Chennai,11,4376.46,48141.06,Books,2024-10-02,210,49,2.1
CUST01035,Ryan Bora,Female,36,Jaipur,9,889.23,8003.07,Sports,2025-02-15,74,90,1.9
CUST01036,Yashvi Jhaveri,Other,59,Hyderabad,8,2829.83,22638.64,Electronics,2024-11-12,169,16,3.0
CUST01037,Abram Grewal,Other,58,Bangalore,12,1217.26,14607.12,Books,2024-07-12,292,73,4.6
CUST01038,Aradhya Sahni,Female,54,Hyderabad,16,4526.67,72426.72,Grocery,2024-11-03,178,52,1.7
CUST01039,Nehmat Bedi,Female,23,Mumbai,10,4245.55,42455.5,Sports,2025-04-12,18,73,2.8
CUST01040,Aarush Agate,Male,69,Bangalore,15,4702.63,70539.45,Beauty,2024-10-24,188,5,3.7
CUST01041,Raghav Loyal,Male,43,Ahmedabad,16,4437.42,70998.72,Beauty,2024-10-12,200,36,1.7
CUST01042,Nishith Khanna,Female,51,Delhi,9,3814.49,34330.41,Sports,2025-01-06,114,7,1.6
CUST01043,Lakshit Mane,Other,62,Mumbai,15,1332.0,19980.0,Sports,2025-02-01,88,61,1.6
CUST01044,Saanvi Varkey,Female,23,Bangalore,10,1861.26,18612.6,Books,2024-07-16,288,96,4.5
CUST01045,Tejas Koshy,Other,54,Kolkata,7,2735.85,19150.95,Books,2025-04-15,15,29,3.8
CUST01046,Taran Sha,Female,50,Delhi,11,3150.04,34650.44,Sports,2024-11-16,165,67,2.3
CUST01047,Reyansh Thakur,Male,39,Chennai,10,4019.83,40198.3,Electronics,2024-12-20,131,30,4.6
CUST01048,Riaan Bakshi,Other,38,Hyderabad,14,1521.32,21298.48,Books,2024-07-10,294,40,4.8
CUST01049,Saanvi Trivedi,Male,23,Ahmedabad,9,1077.25,9695.25,Books,2025-01-06,114,31,2.6
CUST01050,Yuvraj  Taneja,Female,23,Pune,11,2671.75,29389.25,Sports,2024-07-16,288,48,3.0
CUST01051,Mannat Trivedi,Other,65,Hyderabad,15,1210.29,18154.35,Electronics,2024-12-03,148,91,2.4
CUST01052,Dhruv Sehgal,Other,21,Chennai,12,3621.82,43461.84,Books,2025-03-01,60,6,1.9
CUST01053,Riya Varughese,Other,47,Chennai,16,3090.34,49445.44,Grocery,2025-02-10,79,62,4.1
CUST01054,Anahita Ravel,Male,28,Bangalore,5,3834.99,19174.95,Books,2024-05-19,346,29,3.6
CUST01055,Reyansh Dhar,Female,47,Jaipur,9,785.46,7069.14,Fashion,2024-12-16,135,9,2.5
CUST01056,Biju Jha,Male,48,Lucknow,11,4841.14,53252.54,Books,2025-02-23,66,54,1.1
CUST01057,Shalv Kumer,Other,41,Kolkata,13,500.02,6500.26,Beauty,2024-09-03,239,84,4.1
CUST01058,Myra Karan,Male,26,Delhi,12,1964.49,23573.88,Grocery,2024-12-20,131,11,2.9
CUST01059,Nakul Krishnamurthy,Other,20,Delhi,8,3558.36,28466.88,Grocery,2024-08-27,246,19,1.3
CUST01060,Anika Srinivas,Male,68,Bangalore,8,703.14,5625.12,Fashion,2025-01-09,111,74,1.5
CUST01061,Trisha Sule,Female,48,Bangalore,8,875.07,7000.56,Grocery,2024-11-15,166,5,3.5
CUST01062,Azad Wali,Male,57,Hyderabad,9,845.07,7605.63,Grocery,2024-09-10,232,87,3.2
CUST01063,Kanav Kale,Male,54,Hyderabad,11,3116.79,34284.69,Electronics,2025-01-01,119,70,2.0
CUST01064,Diya Varma,Male,53,Jaipur,11,4531.66,49848.26,Home,2025-03-25,36,95,1.6
CUST01065,Vihaan Bhatia,Male,41,Kolkata,12,2999.47,35993.64,Grocery,2025-01-15,105,18,4.5
CUST01066,Shalv Badal,Female,48,Chennai,14,3216.07,45024.98,Electronics,2024-08-27,246,21,1.5
CUST01067,Vidur Upadhyay,Other,23,Chennai,5,2057.01,10285.05,Books,2025-03-25,36,15,1.3
CUST01068,Shlok Virk,Other,19,Lucknow,10,584.34,5843.4,Beauty,2024-07-21,283,59,3.5
CUST01069,Ayesha Sarraf,Other,37,Kolkata,9,597.27,5375.43,Fashion,2024-12-13,138,95,2.0
CUST01070,Eshani Ahluwalia,Female,45,Hyderabad,10,4497.39,44973.9,Electronics,2024-07-11,293,74,3.6
CUST01071,Nakul Chand,Female,28,Mumbai,11,961.58,10577.38,Sports,2024-07-26,278,6,3.0
CUST01072,Keya Chada,Male,21,Lucknow,6,4999.05,29994.3,Grocery,2024-08-21,252,24,1.8
CUST01073,Pari Chowdhury,Female,32,Lucknow,11,1239.9,13638.9,Fashion,2024-12-08,143,97,1.3
CUST01074,Purab Bakshi,Other,23,Hyderabad,9,3535.85,31822.65,Fashion,2025-03-25,36,60,1.3
CUST01075,Kismat Ben,Female,66,Jaipur,6,4770.3,28621.8,Fashion,2024-12-09,142,28,3.3
CUST01076,Kavya Sarkar,Other,47,Ahmedabad,11,2130.3,23433.3,Sports,2024-11-10,171,92,4.0
CUST01077,Yakshit Bhavsar,Female,55,Bangalore,9,3804.95,34244.55,Home,2024-06-13,321,74,3.8
CUST01078,Mehul Mand,Female,68,Chennai,10,2078.85,20788.5,Home,2024-08-25,248,23,3.4
CUST01079,Yuvaan Dayal,Other,19,Hyderabad,8,1872.23,14977.84,Sports,2024-07-06,298,79,1.8
CUST01080,Fateh Kalla,Other,32,Mumbai,7,1408.12,9856.84,Fashion,2024-09-19,223,46,4.4
CUST01081,Gatik Kamdar,Female,28,Ahmedabad,8,4194.21,33553.68,Electronics,2025-03-05,56,37,3.5
CUST01082,Zara Ahuja,Female,25,Bangalore,8,1658.24,13265.92,Books,2024-08-11,262,14,3.8
CUST01083,Onkar Gade,Male,43,Jaipur,11,1774.21,19516.31,Sports,2024-12-12,139,48,1.9
CUST01084,Nehmat Thakur,Other,68,Lucknow,11,4995.36,54948.96,Grocery,2024-09-04,238,78,2.0
CUST01085,Drishya Baral,Male,62,Pune,8,1972.9,15783.2,Sports,2024-09-22,220,71,4.6
CUST01086,Nitara Verma,Female,61,Hyderabad,9,2402.49,21622.41,Home,2024-12-08,143,36,2.9
CUST01087,Alia Ben,Other,22,Delhi,10,4955.25,49552.5,Electronics,2024-07-24,280,82,3.2
CUST01088,Diya Dyal,Female,23,Pune,11,2161.85,23780.35,Grocery,2024-06-12,322,60,1.4
CUST01089,Lakshit Varughese,Other,43,Lucknow,11,2147.68,23624.48,Home,2024-05-09,356,54,2.6
CUST01090,Rania Walia,Female,21,Delhi,8,4224.72,33797.76,Beauty,2024-08-24,249,79,4.5
CUST01091,Shamik Barad,Male,36,Bangalore,9,1903.69,17133.21,Books,2024-08-26,247,63,4.6
CUST01092,Bhavin Master,Male,37,Jaipur,8,1552.04,12416.32,Electronics,2024-10-13,199,97,3.9
CUST01093,Parinaaz Borde,Male,50,Kolkata,11,2404.45,26448.95,Sports,2024-05-29,336,48,3.2
CUST01094,Miraya Sinha,Other,37,Jaipur,11,3652.88,40181.68,Home,2025-01-26,94,22,4.7
CUST01095,Azad Dube,Other,66,Chennai,9,694.59,6251.31,Books,2024-05-01,364,43,4.5
CUST01096,Shamik Raju,Other,29,Pune,13,2182.62,28374.06,Beauty,2025-04-17,13,41,4.4
CUST01097,Zeeshan Brar,Male,64,Jaipur,7,2058.1,14406.7,Fashion,2024-07-23,281,17,4.5
CUST01098,Azad Bhatia,Other,18,Pune,8,1601.68,12813.44,Sports,2024-10-09,203,63,2.8
CUST01099,Advik Bala,Female,43,Bangalore,8,3444.29,27554.32,Electronics,2025-02-14,75,90,3.1
CUST01100,Lakshay Dada,Other,31,Chennai,15,1804.96,27074.4,Beauty,2024-07-11,293,79,2.7
CUST01101,Lagan Hayre,Male,55,Chennai,12,3230.29,38763.48,Sports,2024-05-08,357,18,4.0
CUST01102,Hazel Sanghvi,Male,54,Jaipur,11,2769.52,30464.72,Grocery,2024-05-01,364,72,3.4
CUST01103,Hazel Dara,Female,28,Pune,8,1477.35,11818.8,Fashion,2024-10-29,183,3,1.3
CUST01104,Yakshit Choudhary,Other,53,Pune,10,1699.55,16995.5,Electronics,2024-12-06,145,54,1.5
CUST01105,Jivin Dewan,Other,30,Pune,8,1267.7,10141.6,Beauty,2024-08-09,264,14,1.8
CUST01106,Seher Guha,Female,60,Ahmedabad,5,754.83,3774.15,Fashion,2024-08-11,262,34,3.7
CUST01107,Neysa Sahni,Female,20,Lucknow,7,3286.35,23004.45,Home,2025-04-25,5,97,1.4
CUST01108,Jiya Chopra,Male,50,Kolkata,8,3527.55,28220.4,Beauty,2024-11-24,157,1,3.2
CUST01109,Charvi Trivedi,Other,23,Lucknow,10,1247.0,12470.0,Books,2024-08-11,262,48,4.4
CUST01110,Riaan Gandhi,Female,67,Mumbai,10,3269.27,32692.7,Books,2025-03-05,56,99,4.8
CUST01111,Yashvi Tata,Other,27,Hyderabad,11,4919.38,54113.18,Grocery,2024-12-02,149,10,2.7
CUST01112,Ira Reddy,Female,22,Hyderabad,8,834.81,6678.48,Beauty,2025-01-16,104,83,3.1
CUST01113,Himmat Kapadia,Male,40,Hyderabad,9,2706.67,24360.03,Electronics,2024-09-28,214,11,4.3
CUST01114,Bhamini Vohra,Female,27,Pune,9,3798.67,34188.03,Beauty,2024-08-23,250,99,4.7
CUST01115,Madhav Venkataraman,Female,61,Hyderabad,12,707.04,8484.48,Beauty,2024-12-06,145,66,2.6
CUST01116,Diya Dara,Female,19,Kolkata,6,4002.23,24013.38,Beauty,2024-11-19,162,3,2.4
CUST01117,Aarna Chandra,Female,30,Hyderabad,10,4907.8,49078.0,Grocery,2024-07-31,273,15,2.8
CUST01118,Amani Ramaswamy,Female,57,Ahmedabad,9,898.2,8083.8,Sports,2024-12-30,121,59,2.0
CUST01119,Hrishita Batra,Other,19,Kolkata,17,4200.03,71400.51,Home,2024-05-23,342,64,4.4
CUST01120,Gokul Anne,Male,37,Kolkata,13,2203.62,28647.06,Fashion,2024-08-05,268,47,2.3
CUST01121,Taimur Thaker,Male,18,Lucknow,14,1148.52,16079.28,Books,2025-04-01,29,92,2.8
CUST01122,Ranbir Sathe,Female,54,Bangalore,7,2719.37,19035.59,Beauty,2024-09-08,234,2,2.3
CUST01123,Ivana Krishnamurthy,Female,26,Chennai,15,821.83,12327.45,Beauty,2024-09-19,223,30,1.5
CUST01124,Anahi Bhasin,Other,34,Ahmedabad,13,2849.46,37042.98,Beauty,2024-11-15,166,38,3.4
CUST01125,Vaibhav Kannan,Female,26,Jaipur,10,587.11,5871.1,Home,2024-09-17,225,5,3.4
CUST01126,Inaaya  Bath,Female,28,Delhi,7,3778.75,26451.25,Grocery,2024-06-07,327,6,2.2
CUST01127,Adira Ram,Other,32,Bangalore,14,2695.86,37742.04,Beauty,2024-08-04,269,5,1.1
CUST01128,Shray Ravi,Female,41,Delhi,9,2565.23,23087.07,Grocery,2024-09-10,232,12,4.7
CUST01129,Ivana Warrior,Other,55,Ahmedabad,9,1382.86,12445.74,Electronics,2025-02-08,81,4,2.4
CUST01130,Mamooty Korpal,Male,52,Pune,12,2125.68,25508.16,Fashion,2024-07-25,279,24,3.2
CUST01131,Umang Swamy,Female,47,Jaipur,8,1318.41,10547.28,Fashion,2024-05-21,344,25,1.6
CUST01132,Tanya Khare,Male,48,Chennai,8,3809.26,30474.08,Electronics,2025-03-21,40,26,2.0
CUST01133,Riaan Shere,Female,66,Hyderabad,8,1395.61,11164.88,Grocery,2024-05-13,352,55,2.7
CUST01134,Khushi Kumar,Female,22,Lucknow,7,3275.39,22927.73,Home,2024-11-17,164,46,3.2
CUST01135,Dharmajan Agate,Female,61,Mumbai,9,1758.23,15824.07,Grocery,2024-07-03,301,46,4.4
CUST01136,Rati Saxena,Male,67,Pune,10,3456.42,34564.2,Electronics,2024-09-07,235,43,2.2
CUST01137,Riaan Kalla,Female,31,Jaipur,10,2932.05,29320.5,Beauty,2024-08-08,265,60,4.5
CUST01138,Devansh Ram,Other,28,Lucknow,8,2405.47,19243.76,Sports,2024-07-15,289,33,2.8
CUST01139,Taimur Chaudry,Male,26,Chennai,16,3528.5,56456.0,Sports,2024-12-30,121,21,2.7
CUST01140,Azad Malhotra,Other,51,Kolkata,11,2370.75,26078.25,Fashion,2024-05-05,360,87,2.6
CUST01141,Dharmajan Chadha,Other,29,Pune,8,4196.17,33569.36,Sports,2024-09-29,213,37,4.5
CUST01142,Anaya Comar,Female,52,Pune,6,3783.19,22699.14,Grocery,2024-12-22,129,12,2.0
CUST01143,Onkar Vohra,Female,52,Kolkata,7,2932.88,20530.16,Beauty,2024-06-06,328,21,4.4
CUST01144,Himmat Suri,Male,18,Kolkata,16,4446.77,71148.32,Books,2024-05-08,357,13,1.4
CUST01145,Jiya Borra,Male,57,Chennai,10,4229.88,42298.8,Sports,2025-01-08,112,33,4.8
CUST01146,Eva Varty,Other,39,Pune,8,2893.28,23146.24,Beauty,2024-10-14,198,70,3.0
CUST01147,Nehmat Maharaj,Female,46,Chennai,15,808.01,12120.15,Sports,2025-01-12,108,76,5.0
CUST01148,Prisha Bobal,Other,25,Ahmedabad,9,3046.98,27422.82,Sports,2024-08-04,269,61,3.4
CUST01149,Indranil Manne,Female,28,Kolkata,7,2098.66,14690.62,Home,2025-02-13,76,30,1.5
CUST01150,Rohan Kala,Other,58,Mumbai,10,2930.51,29305.1,Beauty,2024-05-23,342,37,1.2
CUST01151,Aaina Krishnamurthy,Female,54,Bangalore,13,3412.09,44357.17,Home,2024-08-22,251,82,1.8
CUST01152,Bhavin Bumb,Male,31,Pune,12,3401.77,40821.24,Sports,2024-06-21,313,16,2.7
CUST01153,Badal Brahmbhatt,Male,47,Hyderabad,10,3530.86,35308.6,Fashion,2024-10-20,192,45,4.0
CUST01154,Badal Sheth,Female,52,Ahmedabad,9,3556.71,32010.39,Home,2025-04-17,13,71,1.0
CUST01155,Mahika Swamy,Other,38,Delhi,18,991.77,17851.86,Beauty,2025-01-19,101,1,2.0
CUST01156,Nishith Bahl,Male,54,Chennai,12,1362.71,16352.52,Home,2024-06-23,311,53,3.4
CUST01157,Charvi Koshy,Female,22,Delhi,9,3337.43,30036.87,Grocery,2025-03-07,54,28,2.2
CUST01158,Kiaan Sama,Female,36,Ahmedabad,9,2336.78,21031.02,Sports,2024-09-02,240,53,2.4
CUST01159,Yuvaan Shukla,Other,31,Jaipur,10,3932.83,39328.3,Beauty,2024-09-16,226,44,2.2
CUST01160,Abram Cheema,Female,43,Jaipur,6,1062.09,6372.54,Beauty,2024-08-29,244,67,4.8
CUST01161,Vaibhav Ramesh,Male,21,Jaipur,6,1361.85,8171.1,Beauty,2025-02-15,74,39,1.3
CUST01162,Aaina Contractor,Male,42,Delhi,16,3013.09,48209.44,Sports,2024-05-14,351,10,4.6
CUST01163,Jivin Chowdhury,Other,62,Ahmedabad,12,2753.37,33040.44,Electronics,2024-08-15,258,51,2.3
CUST01164,Saira Comar,Other,59,Hyderabad,15,1698.79,25481.85,Sports,2025-01-21,99,14,2.0
CUST01165,Ira Batra,Male,42,Delhi,13,2337.54,30388.02,Electronics,2025-01-11,109,79,4.5
CUST01166,Faiyaz Tak,Other,35,Delhi,14,657.42,9203.88,Home,2024-08-26,247,6,2.1
CUST01167,Tiya Saini,Male,57,Delhi,8,666.67,5333.36,Home,2025-03-25,36,39,4.9
CUST01168,Lagan Gaba,Female,25,Chennai,8,927.17,7417.36,Books,2025-04-06,24,80,3.2
CUST01169,Shlok Chander,Other,56,Mumbai,8,3095.57,24764.56,Sports,2025-02-03,86,82,2.9
CUST01170,Armaan Jhaveri,Male,57,Jaipur,7,4386.72,30707.04,Beauty,2024-08-06,267,99,4.9
CUST01171,Gatik Ramachandran,Other,31,Hyderabad,11,1671.0,18381.0,Beauty,2025-03-18,43,48,1.9
CUST01172,Oorja Thakkar,Female,49,Chennai,9,652.73,5874.57,Books,2025-03-13,48,25,4.6
CUST01173,Khushi Dani,Male,68,Hyderabad,12,3688.82,44265.84,Grocery,2024-09-08,234,97,3.4
CUST01174,Kanav Gaba,Male,55,Chennai,12,4349.09,52189.08,Grocery,2025-02-08,81,33,4.0
CUST01175,Miraan Sankar,Male,50,Ahmedabad,17,1121.78,19070.26,Electronics,2024-06-26,308,83,3.3
CUST01176,Anya Bose,Female,40,Ahmedabad,15,2235.86,33537.9,Sports,2024-11-03,178,75,3.5
CUST01177,Azad Venkatesh,Male,32,Ahmedabad,14,1214.32,17000.48,Sports,2025-03-26,35,67,1.6
CUST01178,Tara Ray,Other,50,Hyderabad,12,978.61,11743.32,Books,2024-08-24,249,65,1.6
CUST01179,Vedika Vasa,Male,42,Lucknow,17,3416.76,58084.92,Electronics,2024-10-28,184,40,2.6
CUST01180,Charvi Lad,Female,34,Bangalore,11,4853.91,53393.01,Home,2025-01-20,100,25,2.4
CUST01181,Suhana Garg,Other,50,Jaipur,16,3551.75,56828.0,Fashion,2024-05-11,354,57,3.8
CUST01182,Nayantara Bhatia,Female,64,Ahmedabad,10,4931.67,49316.7,Fashion,2024-05-07,358,32,3.9
CUST01183,Jhanvi Rama,Other,19,Mumbai,13,2454.78,31912.14,Beauty,2025-02-10,79,46,3.3
CUST01184,Arnav Ahuja,Other,31,Ahmedabad,4,4540.41,18161.64,Books,2024-07-14,290,100,2.6
CUST01185,Umang Subramanian,Female,57,Ahmedabad,10,1422.88,14228.8,Books,2024-11-17,164,4,3.7
CUST01186,Vardaniya Dayal,Female,57,Chennai,14,1030.57,14427.98,Books,2025-04-04,26,23,3.7
CUST01187,Yuvraj  Datta,Female,68,Kolkata,5,3661.34,18306.7,Books,2024-05-27,338,80,4.2
CUST01188,Anay Warrior,Female,56,Kolkata,10,2171.34,21713.4,Fashion,2024-08-28,245,75,4.2
CUST01189,Yasmin Vyas,Male,68,Lucknow,9,1929.59,17366.31,Beauty,2025-01-25,95,22,1.3
CUST01190,Bhavin Soni,Female,23,Mumbai,9,3520.76,31686.84,Grocery,2025-03-20,41,33,2.5
CUST01191,Taimur Tella,Other,23,Pune,10,2000.68,20006.8,Sports,2024-09-28,214,41,2.7
CUST01192,Mamooty Garg,Male,20,Jaipur,16,3076.51,49224.16,Fashion,2025-03-19,42,62,4.4
CUST01193,Anahi Rama,Female,24,Bangalore,12,1847.55,22170.6,Electronics,2025-02-25,64,38,3.0
CUST01194,Ivan Kurian,Male,68,Kolkata,10,4026.91,40269.1,Beauty,2025-02-21,68,56,3.0
CUST01195,Aaryahi Kala,Other,25,Hyderabad,8,1905.75,15246.0,Books,2025-03-19,42,63,3.2
CUST01196,Shlok Loyal,Other,59,Hyderabad,12,2907.47,34889.64,Home,2025-02-28,61,77,1.5
CUST01197,Ishaan Ghose,Other,69,Hyderabad,10,604.29,6042.9,Books,2025-04-15,15,85,3.3
CUST01198,Aniruddh Borah,Male,32,Pune,7,4062.79,28439.53,Grocery,2024-05-19,346,76,3.2
CUST01199,Gatik Chad,Male,64,Hyderabad,7,3291.52,23040.64,Electronics,2024-06-28,306,55,4.0
CUST01200,Dishani Sharma,Female,46,Jaipur,13,1365.07,17745.91,Beauty,2024-10-25,187,51,3.5
CUST01201,Zain Singhal,Female,50,Lucknow,7,1469.18,10284.26,Electronics,2024-05-28,337,90,4.8
CUST01202,Alia Keer,Female,69,Jaipur,13,1681.22,21855.86,Sports,2025-02-16,73,65,1.3
CUST01203,Eshani Sule,Other,47,Pune,9,3094.39,27849.51,Sports,2024-05-06,359,57,4.1
CUST01204,Lavanya Cherian,Female,56,Pune,12,2967.42,35609.04,Sports,2024-11-02,179,86,4.0
CUST01205,Shanaya Dugar,Male,44,Chennai,13,1732.39,22521.07,Books,2024-08-19,254,27,2.1
CUST01206,Gokul Sarraf,Female,53,Delhi,8,3623.28,28986.24,Books,2025-04-01,29,57,3.8
CUST01207,Adira Varkey,Other,46,Chennai,6,4500.69,27004.14,Beauty,2024-09-03,239,55,3.6
CUST01208,Fateh Vasa,Female,55,Hyderabad,8,695.82,5566.56,Beauty,2024-12-01,150,96,2.2
CUST01209,Diya Korpal,Other,50,Kolkata,12,2377.38,28528.56,Books,2025-02-18,71,72,3.9
CUST01210,Adira Dua,Other,54,Kolkata,12,3170.84,38050.08,Books,2024-07-17,287,98,4.7
CUST01211,Hunar Lad,Other,44,Hyderabad,8,3138.96,25111.68,Beauty,2025-02-11,78,82,2.2
CUST01212,Nehmat Gulati,Female,50,Pune,12,587.91,7054.92,Fashion,2025-01-26,94,4,4.9
CUST01213,Ranbir Boase,Male,21,Pune,11,1447.55,15923.05,Grocery,2024-05-28,337,65,1.9
CUST01214,Baiju Gole,Female,39,Jaipur,9,778.24,7004.16,Beauty,2024-12-09,142,56,1.5
CUST01215,Lakshit Bumb,Other,19,Mumbai,10,3060.34,30603.4,Beauty,2024-06-16,318,53,1.3
CUST01216,Devansh Bir,Female,27,Chennai,10,3404.25,34042.5,Books,2024-05-19,346,44,1.9
CUST01217,Adira Agarwal,Female,22,Bangalore,16,1218.84,19501.44,Beauty,2024-11-26,155,16,2.4
CUST01218,Aarush Bhatia,Female,27,Lucknow,8,1998.55,15988.4,Books,2024-11-20,161,94,3.9
CUST01219,Khushi Sethi,Other,50,Bangalore,14,1984.12,27777.68,Sports,2024-12-30,121,23,1.3
CUST01220,Kanav Bansal,Other,55,Ahmedabad,12,4189.11,50269.32,Grocery,2025-04-24,6,31,3.0
CUST01221,Neelofar Buch,Female,30,Mumbai,7,1375.97,9631.79,Fashion,2024-08-19,254,28,3.1
CUST01222,Mahika Wable,Female,48,Pune,6,2967.41,17804.46,Grocery,2024-06-30,304,50,1.9
CUST01223,Lakshay Savant,Female,64,Chennai,8,4023.21,32185.68,Grocery,2024-07-02,302,16,1.2
CUST01224,Tejas Dube,Male,53,Chennai,12,4233.1,50797.2,Fashion,2024-05-04,361,41,1.9
CUST01225,Ira Lad,Other,62,Hyderabad,10,3499.55,34995.5,Home,2024-10-08,204,9,1.9
CUST01226,Adira Swaminathan,Male,41,Kolkata,13,1847.87,24022.31,Beauty,2025-04-26,4,2,3.8
CUST01227,Khushi Ganesan,Other,69,Kolkata,11,4203.71,46240.81,Beauty,2025-03-11,50,43,1.9
CUST01228,Akarsh Upadhyay,Female,32,Kolkata,11,3839.75,42237.25,Fashion,2024-07-26,278,66,2.4
CUST01229,Yakshit Shanker,Male,46,Jaipur,13,3670.11,47711.43,Books,2024-12-23,128,96,1.2
CUST01230,Ryan Das,Female,25,Ahmedabad,8,803.01,6424.08,Sports,2024-07-16,288,80,3.5
CUST01231,Kashvi Mannan,Male,22,Chennai,9,694.69,6252.21,Electronics,2024-07-20,284,77,2.9
CUST01232,Pari Borde,Female,46,Lucknow,9,3629.14,32662.26,Grocery,2025-01-15,105,49,2.4
CUST01233,Indrans Dube,Other,64,Mumbai,8,4751.58,38012.64,Sports,2025-02-10,79,91,3.8
CUST01234,Nishith Wason,Female,21,Lucknow,12,3981.76,47781.12,Beauty,2025-02-08,81,95,3.7
CUST01235,Vritika Joshi,Other,29,Mumbai,11,4241.64,46658.04,Home,2024-07-30,274,97,2.3
CUST01236,Pari Uppal,Female,62,Bangalore,5,2952.42,14762.1,Sports,2024-07-10,294,21,3.8
CUST01237,Anika Manne,Female,19,Bangalore,14,1870.64,26188.96,Beauty,2025-04-23,7,19,2.4
CUST01238,Emir Sur,Other,44,Chennai,14,3549.82,49697.48,Electronics,2024-11-05,176,57,1.9
CUST01239,Seher Ramachandran,Other,48,Lucknow,10,3703.87,37038.7,Books,2024-05-18,347,77,3.9
CUST01240,Bhamini Ramakrishnan,Male,68,Lucknow,9,3539.11,31851.99,Sports,2024-12-08,143,60,3.9
CUST01241,Krish Rout,Female,68,Lucknow,8,4760.19,38081.52,Fashion,2025-04-26,4,19,4.5
CUST01242,Ivan Krish,Male,53,Lucknow,10,2152.31,21523.1,Sports,2024-10-15,197,99,3.0
CUST01243,Aaina Chaudry,Male,53,Kolkata,13,678.46,8819.98,Sports,2025-04-14,16,64,1.9
CUST01244,Renee Bajaj,Other,43,Kolkata,13,4588.0,59644.0,Grocery,2024-08-31,242,35,4.3
CUST01245,Ojas Edwin,Other,60,Hyderabad,4,1222.25,4889.0,Fashion,2024-05-25,340,33,1.7
CUST01246,Mishti Balakrishnan,Female,44,Kolkata,12,3637.93,43655.16,Home,2025-04-09,21,67,4.8
CUST01247,Onkar Lal,Male,22,Delhi,14,4429.42,62011.88,Electronics,2025-01-03,117,85,2.2
CUST01248,Yashvi Madan,Female,37,Jaipur,11,1895.64,20852.04,Sports,2025-01-10,110,87,1.1
CUST01249,Tara Keer,Male,28,Kolkata,10,4236.87,42368.7,Home,2024-05-30,335,48,1.7
CUST01250,Jayesh Ganguly,Other,27,Hyderabad,15,1994.26,29913.9,Electronics,2024-08-08,265,60,2.7
CUST01251,Damini Gade,Female,57,Pune,10,4074.16,40741.6,Sports,2024-12-04,147,45,1.2
CUST01252,Sumer Bandi,Male,55,Delhi,7,814.23,5699.61,Grocery,2024-09-10,232,75,2.6
CUST01253,Rati Shroff,Other,23,Chennai,9,3448.59,31037.31,Home,2025-02-22,67,68,1.8
CUST01254,Uthkarsh Hora,Male,25,Lucknow,10,3547.12,35471.2,Grocery,2024-09-21,221,68,1.1
CUST01255,Elakshi Sood,Female,40,Pune,12,2711.42,32537.04,Books,2025-04-14,16,15,2.2
CUST01256,Dhanush Ganesh,Other,64,Ahmedabad,11,3591.91,39511.01,Books,2024-06-09,325,92,1.9
CUST01257,Shayak Goyal,Male,43,Delhi,6,4654.33,27925.98,Sports,2024-12-25,126,100,2.7
CUST01258,Arnav Sehgal,Male,63,Bangalore,7,3802.35,26616.45,Beauty,2025-01-14,106,72,4.0
CUST01259,Hridaan Dara,Female,60,Delhi,7,4825.83,33780.81,Home,2025-04-09,21,88,3.0
CUST01260,Aarav Sankaran,Female,29,Jaipur,6,2518.76,15112.56,Sports,2024-06-11,323,98,4.1
CUST01261,Sahil Boase,Female,43,Bangalore,13,2877.31,37405.03,Books,2024-10-15,197,15,2.3
CUST01262,Charvi Gour,Other,30,Mumbai,10,1686.82,16868.2,Beauty,2025-02-08,81,23,1.1
CUST01263,Ishita Solanki,Other,57,Lucknow,11,4935.21,54287.31,Electronics,2025-04-11,19,60,4.7
